model,solver,n_obj,steps
T=6 dt=1,Dopri5,8,20
T=6 dt=1,Dopri5,9,20
T=6 dt=1,Dopri5,8,21
T=6 dt=1,Tsit5,4,16
T=6 dt=1,Tsit5,10,25
T=6 dt=1,Tsit5,5,14
T=6 dt=1,Tsit5,4,25
T=6 dt=1,Tsit5,7,22
T=6 dt=1,Tsit5,3,16
T=6 dt=1,Tsit5,5,15
T=6 dt=1,Tsit5,3,17
T=6 dt=1,Tsit5,7,18
T=6 dt=1,Tsit5,4,13
T=6 dt=1,Tsit5,7,22
T=6 dt=1,Tsit5,5,20
T=6 dt=1,Tsit5,9,25
T=6 dt=1,Tsit5,5,21
T=6 dt=1,Tsit5,4,14
T=6 dt=1,Tsit5,5,19
T=6 dt=1,Tsit5,6,20
T=6 dt=1,Tsit5,5,21
T=6 dt=1,Tsit5,3,19
T=6 dt=1,Tsit5,7,21
T=6 dt=1,Tsit5,8,24
T=6 dt=1,Tsit5,8,26
T=6 dt=1,Tsit5,4,16
T=6 dt=1,Tsit5,7,17
T=6 dt=1,Tsit5,5,17
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,4,17
T=6 dt=1,Tsit5,3,15
T=6 dt=1,Tsit5,5,16
T=6 dt=1,Tsit5,9,26
T=6 dt=1,Tsit5,6,18
T=6 dt=1,Tsit5,6,21
T=6 dt=1,Tsit5,9,26
T=6 dt=1,Tsit5,10,25
T=6 dt=1,Tsit5,9,26
T=6 dt=1,Tsit5,8,28
T=6 dt=1,Tsit5,5,15
T=6 dt=1,Tsit5,10,29
T=6 dt=1,Tsit5,4,13
T=6 dt=1,Tsit5,3,17
T=6 dt=1,Tsit5,5,19
T=6 dt=1,Tsit5,5,17
T=6 dt=1,Tsit5,3,13
T=6 dt=1,Tsit5,9,27
T=6 dt=1,Tsit5,8,21
T=6 dt=1,Tsit5,10,32
T=6 dt=1,Tsit5,9,31
T=6 dt=1,Tsit5,8,22
T=6 dt=1,Tsit5,8,27
T=6 dt=1,Tsit5,7,21
T=6 dt=1,Tsit5,7,25
T=6 dt=1,Tsit5,6,22
T=6 dt=1,Tsit5,5,16
T=6 dt=1,Tsit5,8,24
T=6 dt=1,Tsit5,7,18
T=6 dt=1,Tsit5,8,15
T=6 dt=1,Tsit5,8,20
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,8,31
T=6 dt=1,Tsit5,9,29
T=6 dt=1,Tsit5,4,14
T=6 dt=1,Tsit5,9,20
T=6 dt=1,Tsit5,4,20
T=6 dt=1,Tsit5,9,23
T=6 dt=1,Tsit5,8,21
T=6 dt=1,Tsit5,7,25
T=6 dt=1,Tsit5,3,15
T=6 dt=1,Tsit5,7,19
T=6 dt=1,Tsit5,8,22
T=6 dt=1,Tsit5,9,23
T=6 dt=1,Tsit5,7,27
T=6 dt=1,Tsit5,10,27
T=6 dt=1,Tsit5,6,18
T=6 dt=1,Tsit5,3,18
T=6 dt=1,Tsit5,6,22
T=6 dt=1,Tsit5,8,19
T=6 dt=1,Tsit5,7,19
T=6 dt=1,Tsit5,6,21
T=6 dt=1,Tsit5,9,23
T=6 dt=1,Tsit5,3,25
T=6 dt=1,Tsit5,10,26
T=6 dt=1,Tsit5,8,26
T=6 dt=1,Tsit5,7,25
T=6 dt=1,Tsit5,7,25
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,9,23
T=6 dt=1,Tsit5,6,13
T=6 dt=1,Tsit5,7,22
T=6 dt=1,Tsit5,7,24
T=6 dt=1,Tsit5,7,22
T=6 dt=1,Tsit5,5,21
T=6 dt=1,Tsit5,3,17
T=6 dt=1,Tsit5,3,21
T=6 dt=1,Tsit5,7,14
T=6 dt=1,Tsit5,9,28
T=6 dt=1,Tsit5,7,21
T=6 dt=1,Tsit5,10,27
T=6 dt=1,Tsit5,8,18
T=6 dt=1,Tsit5,7,23
T=6 dt=1,Tsit5,3,18
T=6 dt=1,Tsit5,7,21
T=6 dt=1,Tsit5,10,22
T=6 dt=1,Tsit5,4,17
T=6 dt=1,Tsit5,4,19
T=6 dt=1,Tsit5,3,16
T=6 dt=1,Tsit5,5,19
T=6 dt=1,Tsit5,9,25
T=6 dt=1,Tsit5,7,19
T=6 dt=1,Tsit5,6,17
T=6 dt=1,Tsit5,8,19
T=6 dt=1,Tsit5,6,20
T=6 dt=1,Tsit5,3,14
T=6 dt=1,Tsit5,9,21
T=6 dt=1,Tsit5,10,23
T=6 dt=1,Tsit5,3,13
T=6 dt=1,Tsit5,8,25
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,10,20
T=6 dt=1,Tsit5,6,20
T=6 dt=1,Tsit5,7,26
T=6 dt=1,Tsit5,4,24
T=6 dt=1,Tsit5,3,15
T=6 dt=1,Tsit5,3,17
T=6 dt=1,Tsit5,3,14
T=6 dt=1,Tsit5,8,23
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,6,17
T=6 dt=1,Tsit5,6,25
T=6 dt=1,Tsit5,9,20
T=6 dt=1,Tsit5,8,24
T=6 dt=1,Tsit5,8,23
T=6 dt=1,Tsit5,3,18
T=6 dt=1,Tsit5,5,17
T=6 dt=1,Tsit5,5,17
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,10,26
T=6 dt=1,Tsit5,4,19
T=6 dt=1,Tsit5,8,19
T=6 dt=1,Tsit5,10,21
T=6 dt=1,Tsit5,3,15
T=6 dt=1,Tsit5,3,14
T=6 dt=1,Tsit5,6,16
T=6 dt=1,Tsit5,9,24
T=6 dt=1,Tsit5,9,22
T=6 dt=1,Tsit5,7,28
T=6 dt=1,Tsit5,4,14
T=6 dt=1,Tsit5,7,31
T=6 dt=1,Tsit5,10,25
T=6 dt=1,Tsit5,4,14
T=6 dt=1,Tsit5,3,18
T=6 dt=1,Tsit5,6,16
T=6 dt=1,Tsit5,6,22
T=6 dt=1,Tsit5,10,24
T=6 dt=1,Tsit5,4,17
T=6 dt=1,Tsit5,8,20
T=6 dt=1,Tsit5,3,16
T=6 dt=1,Tsit5,6,25
T=6 dt=1,Tsit5,4,20
T=6 dt=1,Tsit5,5,13
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,6,22
T=6 dt=1,Tsit5,5,15
T=6 dt=1,Tsit5,10,25
T=6 dt=1,Tsit5,5,14
T=6 dt=1,Tsit5,5,19
T=6 dt=1,Tsit5,9,24
T=6 dt=1,Tsit5,8,22
T=6 dt=1,Tsit5,6,15
T=6 dt=1,Tsit5,6,17
T=6 dt=1,Tsit5,7,17
T=6 dt=1,Tsit5,10,21
T=6 dt=1,Tsit5,5,15
T=6 dt=1,Tsit5,4,17
T=6 dt=1,Tsit5,7,19
T=6 dt=1,Tsit5,9,23
T=6 dt=1,Tsit5,10,23
T=6 dt=1,Tsit5,6,16
T=6 dt=1,Tsit5,7,16
T=6 dt=1,Tsit5,3,15
T=6 dt=1,Tsit5,5,19
T=6 dt=1,Tsit5,7,22
T=6 dt=1,Tsit5,5,15
T=6 dt=1,Tsit5,8,22
T=6 dt=1,Tsit5,9,23
T=6 dt=1,Tsit5,9,22
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,3,17
T=6 dt=1,Tsit5,8,21
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,5,19
T=6 dt=1,Tsit5,10,28
T=6 dt=1,Tsit5,9,27
T=6 dt=1,Tsit5,6,15
T=6 dt=1,Tsit5,5,19
T=6 dt=1,Tsit5,4,13
T=6 dt=1,Tsit5,8,24
T=6 dt=1,Tsit5,3,16
T=6 dt=1,Tsit5,9,25
T=6 dt=1,Tsit5,9,22
T=6 dt=1,Tsit5,10,21
T=6 dt=1,Tsit5,3,19
T=6 dt=1,Tsit5,9,24
T=6 dt=1,Tsit5,9,29
T=6 dt=1,Tsit5,9,22
T=6 dt=1,Tsit5,8,28
T=6 dt=1,Tsit5,7,18
T=6 dt=1,Tsit5,5,17
T=6 dt=1,Tsit5,3,13
T=6 dt=1,Tsit5,7,18
T=6 dt=1,Tsit5,7,20
T=6 dt=1,Tsit5,5,14
T=6 dt=1,Tsit5,7,30
T=6 dt=1,Tsit5,9,27
T=6 dt=1,Tsit5,10,23
T=6 dt=1,Tsit5,7,25
T=6 dt=1,Tsit5,5,16
T=6 dt=1,Tsit5,8,25
T=6 dt=1,Tsit5,8,23
T=6 dt=1,Tsit5,10,32
T=6 dt=1,Tsit5,6,22
T=6 dt=1,Tsit5,10,27
T=6 dt=1,Tsit5,7,20
T=6 dt=1,Tsit5,7,22
T=6 dt=1,Tsit5,3,17
T=6 dt=1,Tsit5,9,26
T=6 dt=1,Tsit5,9,23
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,10,21
T=6 dt=1,Tsit5,8,20
T=6 dt=1,Tsit5,10,25
T=6 dt=1,Tsit5,9,28
T=6 dt=1,Tsit5,8,19
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,9,28
T=6 dt=1,Tsit5,4,12
T=6 dt=1,Tsit5,9,23
T=6 dt=1,Tsit5,3,14
T=6 dt=1,Tsit5,6,18
T=6 dt=1,Tsit5,9,29
T=6 dt=1,Tsit5,9,22
T=6 dt=1,Tsit5,10,26
T=6 dt=1,Tsit5,9,20
T=6 dt=1,Tsit5,5,16
T=6 dt=1,Tsit5,7,21
T=6 dt=1,Tsit5,6,26
T=6 dt=1,Tsit5,9,18
T=6 dt=1,Tsit5,7,23
T=6 dt=1,Tsit5,5,12
T=6 dt=1,Tsit5,3,19
T=6 dt=1,Tsit5,7,22
T=6 dt=1,Tsit5,6,20
T=6 dt=1,Tsit5,5,17
T=6 dt=1,Tsit5,3,16
T=6 dt=1,Tsit5,4,21
T=6 dt=1,Tsit5,9,24
T=6 dt=1,Tsit5,7,22
T=6 dt=1,Tsit5,10,23
T=6 dt=1,Tsit5,3,13
T=6 dt=1,Tsit5,10,22
T=6 dt=1,Tsit5,8,23
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,10,18
T=6 dt=1,Tsit5,3,14
T=6 dt=1,Tsit5,3,18
T=6 dt=1,Tsit5,6,21
T=6 dt=1,Tsit5,9,29
T=6 dt=1,Tsit5,4,22
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,10,19
T=6 dt=1,Tsit5,3,17
T=6 dt=1,Tsit5,8,23
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,8,21
T=6 dt=1,Tsit5,5,18
T=6 dt=1,Tsit5,6,20
T=6 dt=1,Tsit5,4,22
T=6 dt=1,Tsit5,10,23
T=6 dt=1,Tsit5,8,27
T=6 dt=1,Tsit5,9,17
T=6 dt=1,Tsit5,6,26
T=6 dt=1,Tsit5,4,20
T=6 dt=1,Tsit5,8,21
T=6 dt=1,Tsit5,5,16
T=6 dt=1,Tsit5,8,21
T=6 dt=1,Tsit5,10,21
T=6 dt=1,Tsit5,5,21
T=6 dt=1,Tsit5,8,26
T=6 dt=1,Tsit5,4,17
T=6 dt=1,Tsit5,10,23
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,6,20
T=6 dt=1,Tsit5,8,23
T=6 dt=1,Tsit5,4,23
T=6 dt=1,Tsit5,9,24
T=6 dt=1,Tsit5,7,26
T=6 dt=1,Tsit5,8,26
T=6 dt=1,Tsit5,9,26
T=6 dt=1,Tsit5,6,18
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,6,26
T=6 dt=1,Tsit5,10,17
T=6 dt=1,Tsit5,9,18
T=6 dt=1,Tsit5,5,16
T=6 dt=1,Tsit5,8,20
T=6 dt=1,Tsit5,9,21
T=6 dt=1,Tsit5,5,22
T=6 dt=1,Tsit5,6,24
T=6 dt=1,Tsit5,8,18
T=6 dt=1,Tsit5,9,23
T=6 dt=1,Tsit5,9,26
T=6 dt=1,Tsit5,7,24
T=6 dt=1,Tsit5,3,23
T=6 dt=1,Tsit5,3,16
T=6 dt=1,Tsit5,5,21
T=6 dt=1,Tsit5,3,16
T=6 dt=1,Tsit5,9,25
T=6 dt=1,Tsit5,6,18
T=6 dt=1,Tsit5,5,20
T=6 dt=1,Tsit5,3,14
T=6 dt=1,Tsit5,8,20
T=6 dt=1,Tsit5,5,16
T=6 dt=1,Tsit5,3,13
T=6 dt=1,Tsit5,5,17
T=6 dt=1,Tsit5,7,21
T=6 dt=1,Tsit5,5,26
T=6 dt=1,Tsit5,7,18
T=6 dt=1,Tsit5,3,14
T=6 dt=1,Tsit5,7,22
T=6 dt=1,Tsit5,8,22
T=6 dt=1,Tsit5,4,15
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,9,26
T=6 dt=1,Tsit5,5,17
T=6 dt=1,Tsit5,8,26
T=6 dt=1,Tsit5,3,17
T=6 dt=1,Tsit5,3,12
T=6 dt=1,Tsit5,7,15
T=6 dt=1,Tsit5,10,30
T=6 dt=1,Tsit5,3,13
T=6 dt=1,Tsit5,8,26
T=6 dt=1,Tsit5,7,15
T=6 dt=1,Tsit5,10,25
T=6 dt=1,Tsit5,4,15
T=6 dt=1,Tsit5,7,19
T=6 dt=1,Tsit5,7,23
T=6 dt=1,Tsit5,6,20
T=6 dt=1,Tsit5,5,15
T=6 dt=1,Tsit5,4,16
T=6 dt=1,Tsit5,10,23
T=6 dt=1,Tsit5,8,26
T=6 dt=1,Tsit5,8,25
T=6 dt=1,Tsit5,3,21
T=6 dt=1,Tsit5,6,18
T=6 dt=1,Tsit5,3,15
T=6 dt=1,Tsit5,3,16
T=6 dt=1,Tsit5,9,21
T=6 dt=1,Tsit5,10,30
T=6 dt=1,Tsit5,9,28
T=6 dt=1,Tsit5,8,25
T=6 dt=1,Tsit5,7,20
T=6 dt=1,Tsit5,3,16
T=6 dt=1,Tsit5,9,20
T=6 dt=1,Tsit5,7,19
T=6 dt=1,Tsit5,7,22
T=6 dt=1,Tsit5,3,21
T=6 dt=1,Tsit5,9,31
T=6 dt=1,Tsit5,7,25
T=6 dt=1,Tsit5,6,21
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,9,23
T=6 dt=1,Tsit5,10,28
T=6 dt=1,Tsit5,4,13
T=6 dt=1,Tsit5,9,22
T=6 dt=1,Tsit5,9,18
T=6 dt=1,Tsit5,5,15
T=6 dt=1,Tsit5,5,18
T=6 dt=1,Tsit5,10,23
T=6 dt=1,Tsit5,5,21
T=6 dt=1,Tsit5,8,21
T=6 dt=1,Tsit5,4,20
T=6 dt=1,Tsit5,7,29
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,3,19
T=6 dt=1,Tsit5,7,19
T=6 dt=1,Tsit5,5,15
T=6 dt=1,Tsit5,3,15
T=6 dt=1,Tsit5,9,26
T=6 dt=1,Tsit5,5,23
T=6 dt=1,Tsit5,7,25
T=6 dt=1,Tsit5,5,18
T=6 dt=1,Tsit5,6,18
T=6 dt=1,Tsit5,6,18
T=6 dt=1,Tsit5,8,26
T=6 dt=1,Tsit5,4,20
T=6 dt=1,Tsit5,6,21
T=6 dt=1,Tsit5,6,18
T=6 dt=1,Tsit5,4,16
T=6 dt=1,Tsit5,7,27
T=6 dt=1,Tsit5,8,21
T=6 dt=1,Tsit5,5,17
T=6 dt=1,Tsit5,5,19
T=6 dt=1,Tsit5,10,22
T=6 dt=1,Tsit5,7,23
T=6 dt=1,Tsit5,4,16
T=6 dt=1,Tsit5,6,21
T=6 dt=1,Tsit5,9,24
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,10,24
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,4,14
T=6 dt=1,Tsit5,7,24
T=6 dt=1,Tsit5,3,13
T=6 dt=1,Tsit5,5,19
T=6 dt=1,Tsit5,5,19
T=6 dt=1,Tsit5,5,24
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,5,21
T=6 dt=1,Tsit5,3,12
T=6 dt=1,Tsit5,6,25
T=6 dt=1,Tsit5,9,22
T=6 dt=1,Tsit5,8,24
T=6 dt=1,Tsit5,10,23
T=6 dt=1,Tsit5,10,32
T=6 dt=1,Tsit5,3,13
T=6 dt=1,Tsit5,3,16
T=6 dt=1,Tsit5,4,14
T=6 dt=1,Tsit5,3,17
T=6 dt=1,Tsit5,3,16
T=6 dt=1,Tsit5,7,23
T=6 dt=1,Tsit5,5,18
T=6 dt=1,Tsit5,8,19
T=6 dt=1,Tsit5,9,17
T=6 dt=1,Tsit5,10,24
T=6 dt=1,Tsit5,7,22
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,4,17
T=6 dt=1,Tsit5,5,21
T=6 dt=1,Tsit5,7,24
T=6 dt=1,Tsit5,8,24
T=6 dt=1,Tsit5,5,20
T=6 dt=1,Tsit5,10,26
T=6 dt=1,Tsit5,6,21
T=6 dt=1,Tsit5,6,17
T=6 dt=1,Tsit5,8,24
T=6 dt=1,Tsit5,5,17
T=6 dt=1,Tsit5,6,22
T=6 dt=1,Tsit5,5,24
T=6 dt=1,Tsit5,3,15
T=6 dt=1,Tsit5,8,26
T=6 dt=1,Tsit5,7,17
T=6 dt=1,Tsit5,6,18
T=6 dt=1,Tsit5,6,16
T=6 dt=1,Tsit5,7,20
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,6,19
T=6 dt=1,Tsit5,3,18
T=6 dt=1,Tsit5,4,16
T=6 dt=1,Tsit5,4,19
T=6 dt=1,Tsit5,5,15
T=6 dt=1,Tsit5,9,23
T=6 dt=1,Tsit5,4,15
T=6 dt=1,Tsit5,7,17
T=6 dt=1,Tsit5,10,29
T=6 dt=1,Tsit5,4,12
T=6 dt=1,Tsit5,8,28
T=6 dt=1,Tsit5,5,18
T=6 dt=1,Tsit5,8,21
T=6 dt=1,Tsit5,10,22
T=6 dt=1,Tsit5,4,18
T=6 dt=1,Tsit5,7,20
T=6 dt=1,Tsit5,4,15
T=6 dt=1,Tsit5,4,17
T=6 dt=1,Tsit5,8,18
T=6 dt=1,Tsit5,7,17
T=6 dt=1,Tsit5,3,12
T=6 dt=1,Tsit5,7,22
T=6 dt=1,Tsit5,5,28
T=6 dt=1,Tsit5,5,14
T=6 dt=1,Tsit5,5,18
T=6 dt=1,Tsit5,9,21
T=6 dt=1,Tsit5,4,16
T=6 dt=1,Tsit5,4,16
T=6 dt=1,Tsit5,5,17
T=6 dt=1,Tsit5,8,23
T=6 dt=1,Tsit5,3,18
T=6 dt=1,Tsit5,9,25
T=6 dt=1,Tsit5,5,18
T=6 dt=1,Tsit5,7,27
T=6 dt=1,Tsit5,7,14
T=6 dt=1,Tsit5,6,15
T=6 dt=1,Tsit5,5,15
T=6 dt=1,Tsit5,5,15
T=6 dt=1,Tsit5,9,26
T=6 dt=1,Tsit5,10,22
T=6 dt=1,Tsit5,7,25
T=6 dt=1,Tsit5,10,22
T=6 dt=1,Tsit5,8,24
T=6 dt=1,Tsit5,9,23
T=6 dt=1,Tsit5,8,21
T=6 dt=0.5,Dopri5,4,45
T=6 dt=0.5,Dopri5,10,42
T=6 dt=0.5,Dopri5,5,41
T=6 dt=0.5,Dopri5,4,37
T=6 dt=0.5,Dopri5,7,35
T=6 dt=0.5,Dopri5,3,41
T=6 dt=0.5,Dopri5,5,40
T=6 dt=0.5,Dopri5,3,40
T=6 dt=0.5,Dopri5,7,44
T=6 dt=0.5,Dopri5,4,30
T=6 dt=0.5,Dopri5,7,36
T=6 dt=0.5,Dopri5,5,45
T=6 dt=0.5,Dopri5,9,37
T=6 dt=0.5,Dopri5,5,32
T=6 dt=0.5,Dopri5,4,43
T=6 dt=0.5,Dopri5,5,39
T=6 dt=0.5,Dopri5,6,38
T=6 dt=0.5,Dopri5,5,38
T=6 dt=0.5,Dopri5,3,28
T=6 dt=0.5,Dopri5,7,44
T=6 dt=0.5,Dopri5,8,38
T=6 dt=0.5,Dopri5,8,46
T=6 dt=0.5,Dopri5,4,31
T=6 dt=0.5,Dopri5,7,46
T=6 dt=0.5,Dopri5,5,37
T=6 dt=0.5,Dopri5,4,44
T=6 dt=0.5,Dopri5,4,44
T=6 dt=0.5,Dopri5,3,33
T=6 dt=0.5,Dopri5,5,37
T=6 dt=0.5,Dopri5,9,43
T=6 dt=0.5,Dopri5,6,43
T=6 dt=0.5,Dopri5,6,46
T=6 dt=0.5,Dopri5,9,37
T=6 dt=0.5,Dopri5,10,48
T=6 dt=0.5,Dopri5,9,30
T=6 dt=0.5,Dopri5,8,44
T=6 dt=0.5,Dopri5,5,29
T=6 dt=0.5,Dopri5,10,40
T=6 dt=0.5,Dopri5,4,36
T=6 dt=0.5,Dopri5,3,31
T=6 dt=0.5,Dopri5,5,32
T=6 dt=0.5,Dopri5,5,40
T=6 dt=0.5,Dopri5,3,42
T=6 dt=0.5,Dopri5,9,34
T=6 dt=0.5,Dopri5,8,45
T=6 dt=0.5,Dopri5,10,40
T=6 dt=0.5,Dopri5,9,41
T=6 dt=0.5,Dopri5,8,37
T=6 dt=0.5,Dopri5,8,32
T=6 dt=0.5,Dopri5,7,40
T=6 dt=0.5,Dopri5,7,40
T=6 dt=0.5,Dopri5,6,40
T=6 dt=0.5,Dopri5,5,29
T=6 dt=0.5,Dopri5,8,48
T=6 dt=0.5,Dopri5,7,42
T=6 dt=0.5,Dopri5,8,41
T=6 dt=0.5,Dopri5,8,43
T=6 dt=0.5,Dopri5,4,31
T=6 dt=0.5,Dopri5,8,37
T=6 dt=0.5,Dopri5,9,39
T=6 dt=0.5,Dopri5,4,35
T=6 dt=0.5,Dopri5,9,37
T=6 dt=0.5,Dopri5,4,24
T=6 dt=0.5,Dopri5,9,50
T=6 dt=0.5,Dopri5,8,35
T=6 dt=0.5,Dopri5,7,39
T=6 dt=0.5,Dopri5,3,28
T=6 dt=0.5,Dopri5,7,33
T=6 dt=0.5,Dopri5,8,31
T=6 dt=0.5,Dopri5,9,36
T=6 dt=0.5,Dopri5,7,40
T=6 dt=0.5,Dopri5,10,36
T=6 dt=0.5,Dopri5,6,47
T=6 dt=0.5,Dopri5,3,37
T=6 dt=0.5,Dopri5,6,32
T=6 dt=0.5,Dopri5,8,36
T=6 dt=0.5,Dopri5,7,31
T=6 dt=0.5,Dopri5,6,38
T=6 dt=0.5,Dopri5,9,40
T=6 dt=0.5,Dopri5,3,46
T=6 dt=0.5,Dopri5,10,43
T=6 dt=0.5,Dopri5,8,48
T=6 dt=0.5,Dopri5,7,32
T=6 dt=0.5,Dopri5,7,46
T=6 dt=0.5,Dopri5,4,35
T=6 dt=0.5,Dopri5,9,32
T=6 dt=0.5,Dopri5,6,35
T=6 dt=0.5,Dopri5,7,42
T=6 dt=0.5,Dopri5,7,56
T=6 dt=0.5,Dopri5,7,54
T=6 dt=0.5,Dopri5,5,47
T=6 dt=0.5,Dopri5,3,49
T=6 dt=0.5,Dopri5,3,24
T=6 dt=0.5,Dopri5,7,34
T=6 dt=0.5,Dopri5,9,40
T=6 dt=0.5,Dopri5,7,45
T=6 dt=0.5,Dopri5,10,50
T=6 dt=0.5,Dopri5,8,40
T=6 dt=0.5,Dopri5,7,44
T=6 dt=0.5,Dopri5,3,26
T=6 dt=0.5,Dopri5,7,44
T=6 dt=0.5,Dopri5,10,31
T=6 dt=0.5,Dopri5,4,33
T=6 dt=0.5,Dopri5,4,35
T=6 dt=0.5,Dopri5,3,42
T=6 dt=0.5,Dopri5,5,35
T=6 dt=0.5,Dopri5,9,52
T=6 dt=0.5,Dopri5,7,34
T=6 dt=0.5,Dopri5,6,34
T=6 dt=0.5,Dopri5,8,39
T=6 dt=0.5,Dopri5,6,36
T=6 dt=0.5,Dopri5,3,42
T=6 dt=0.5,Dopri5,9,43
T=6 dt=0.5,Dopri5,10,47
T=6 dt=0.5,Dopri5,3,41
T=6 dt=0.5,Dopri5,8,43
T=6 dt=0.5,Dopri5,4,36
T=6 dt=0.5,Dopri5,10,38
T=6 dt=0.5,Dopri5,6,31
T=6 dt=0.5,Dopri5,7,57
T=6 dt=0.5,Dopri5,4,36
T=6 dt=0.5,Dopri5,3,33
T=6 dt=0.5,Dopri5,3,40
T=6 dt=0.5,Dopri5,3,30
T=6 dt=0.5,Dopri5,8,43
T=6 dt=0.5,Dopri5,4,28
T=6 dt=0.5,Dopri5,6,45
T=6 dt=0.5,Dopri5,6,44
T=6 dt=0.5,Dopri5,9,45
T=6 dt=0.5,Dopri5,8,39
T=6 dt=0.5,Dopri5,8,44
T=6 dt=0.5,Dopri5,3,50
T=6 dt=0.5,Dopri5,5,36
T=6 dt=0.5,Dopri5,5,37
T=6 dt=0.5,Dopri5,6,44
T=6 dt=0.5,Dopri5,6,33
T=6 dt=0.5,Dopri5,10,49
T=6 dt=0.5,Dopri5,4,44
T=6 dt=0.5,Dopri5,8,42
T=6 dt=0.5,Dopri5,10,36
T=6 dt=0.5,Dopri5,3,33
T=6 dt=0.5,Dopri5,3,39
T=6 dt=0.5,Dopri5,6,34
T=6 dt=0.5,Dopri5,9,35
T=6 dt=0.5,Dopri5,9,40
T=6 dt=0.5,Dopri5,7,42
T=6 dt=0.5,Dopri5,4,34
T=6 dt=0.5,Dopri5,7,44
T=6 dt=0.5,Dopri5,10,53
T=6 dt=0.5,Dopri5,4,48
T=6 dt=0.5,Dopri5,3,27
T=6 dt=0.5,Dopri5,6,48
T=6 dt=0.5,Dopri5,6,48
T=6 dt=0.5,Dopri5,10,30
T=6 dt=0.5,Dopri5,4,43
T=6 dt=0.5,Dopri5,8,45
T=6 dt=0.5,Dopri5,3,33
T=6 dt=0.5,Dopri5,6,33
T=6 dt=0.5,Dopri5,4,37
T=6 dt=0.5,Dopri5,5,46
T=6 dt=0.5,Dopri5,4,41
T=6 dt=0.5,Dopri5,6,38
T=6 dt=0.5,Dopri5,5,42
T=6 dt=0.5,Dopri5,10,42
T=6 dt=0.5,Dopri5,5,38
T=6 dt=0.5,Dopri5,5,32
T=6 dt=0.5,Dopri5,9,34
T=6 dt=0.5,Dopri5,8,48
T=6 dt=0.5,Dopri5,6,37
T=6 dt=0.5,Dopri5,6,48
T=6 dt=0.5,Dopri5,7,42
T=6 dt=0.5,Dopri5,10,35
T=6 dt=0.5,Dopri5,5,29
T=6 dt=0.5,Dopri5,4,47
T=6 dt=0.5,Dopri5,7,28
T=6 dt=0.5,Dopri5,9,47
T=6 dt=0.5,Dopri5,10,33
T=6 dt=0.5,Dopri5,6,34
T=6 dt=0.5,Dopri5,7,34
T=6 dt=0.5,Dopri5,3,49
T=6 dt=0.5,Dopri5,5,32
T=6 dt=0.5,Dopri5,7,38
T=6 dt=0.5,Dopri5,5,37
T=6 dt=0.5,Dopri5,8,48
T=6 dt=0.5,Dopri5,9,42
T=6 dt=0.5,Dopri5,9,46
T=6 dt=0.5,Dopri5,4,32
T=6 dt=0.5,Dopri5,3,44
T=6 dt=0.5,Dopri5,8,44
T=6 dt=0.5,Dopri5,6,38
T=6 dt=0.5,Dopri5,5,40
T=6 dt=0.5,Dopri5,10,31
T=6 dt=0.5,Dopri5,9,38
T=6 dt=0.5,Dopri5,6,47
T=6 dt=0.5,Dopri5,5,47
T=6 dt=0.5,Dopri5,4,40
T=6 dt=0.5,Dopri5,8,44
T=6 dt=0.5,Dopri5,3,43
T=6 dt=0.5,Dopri5,9,46
T=6 dt=0.5,Dopri5,9,37
T=6 dt=0.5,Dopri5,10,36
T=6 dt=0.5,Dopri5,3,35
T=6 dt=0.5,Dopri5,9,42
T=6 dt=0.5,Dopri5,9,31
T=6 dt=0.5,Dopri5,9,46
T=6 dt=0.5,Dopri5,8,46
T=6 dt=0.5,Dopri5,7,34
T=6 dt=0.5,Dopri5,5,40
T=6 dt=0.5,Dopri5,3,40
T=6 dt=0.5,Dopri5,7,44
